,geoID,lat,long
137,00987,18.343988,-65.943754
138,01001,42.062368,-72.625754
139,01002,42.377212,-72.464795
140,01003,42.391883,-72.523584
141,01005,42.418884,-72.112077
142,01007,42.283935,-72.400409
143,01008,42.192024,-72.964076
144,01009,42.211386,-72.341809
145,01010,42.128176,-72.205352
146,01011,42.290128,-72.966516
147,01012,42.375425,-72.858192
148,01013,42.142009,-72.595496
149,01020,42.172611,-72.56192
150,01022,42.197187,-72.541872
151,01026,42.470032,-72.925707
152,01027,42.295008,-72.751877
153,01028,42.062378,-72.498111
154,01029,42.176271,-73.035292
155,01030,42.072925,-72.686972
156,01031,42.327809,-72.191968
157,01032,42.457613,-72.81478
158,01033,42.244949,-72.500143
159,01034,42.093912,-72.961103
160,01035,42.356491,-72.568632
161,01036,42.071188,-72.417718
162,01037,42.376036,-72.197364
163,01038,42.379925,-72.604045
164,01039,42.411304,-72.690951
165,01040,42.211658,-72.642448
166,01050,42.291259,-72.874803
167,01053,42.356301,-72.713584
168,01054,42.468898,-72.484579
169,01056,42.183577,-72.457812
170,01057,42.093596,-72.321494
171,01060,42.321251,-72.630395
172,01062,42.323033,-72.701789
173,01063,42.319584,-72.639539
174,01066,42.413039,-72.623639
175,01068,42.353887,-72.060685
176,01069,42.188862,-72.30648
177,01070,42.519909,-72.925354
178,01071,42.160064,-72.87384
179,01072,42.456968,-72.417244
180,01073,42.226949,-72.741588
181,01074,42.380823,-72.103895
182,01075,42.256532,-72.580248
183,01077,42.05257,-72.777353
184,01079,42.185745,-72.33246
185,01080,42.185727,-72.361558
186,01081,42.061313,-72.234411
187,01082,42.299749,-72.279164
188,01083,42.20684,-72.198619
189,01084,42.361724,-72.874987
190,01085,42.153503,-72.771602
191,01088,42.3827,-72.640361
192,01089,42.125451,-72.649734
193,01092,42.191868,-72.235108
194,01093,42.445258,-72.645058
195,01094,42.369762,-72.139283
196,01095,42.138527,-72.420703
197,01096,42.410549,-72.765765
198,01097,42.165868,-72.830985
199,01098,42.397559,-72.943392
200,01103,42.104418,-72.59008
201,01104,42.132772,-72.567411
202,01105,42.095246,-72.577603
203,01106,42.045695,-72.563323
204,01107,42.12106,-72.607068
205,01108,42.082947,-72.55951
206,01109,42.119674,-72.549726
207,01118,42.094587,-72.525219
208,01119,42.124978,-72.51121
209,01128,42.092296,-72.489135
210,01129,42.118671,-72.488203
211,01144,42.101894,-72.590907
212,01151,42.15186,-72.509131
213,01201,42.454302,-73.282074
214,01220,42.62556,-73.119828
215,01222,42.062743,-73.317498
216,01223,42.304286,-73.111494
217,01224,42.503728,-73.201636
218,01225,42.565107,-73.149142
219,01226,42.479819,-73.153776
220,01229,42.29008,-73.354218
221,01230,42.173196,-73.32429
222,01235,42.425677,-73.063028
223,01236,42.274499,-73.386155
224,01237,42.549804,-73.261144
225,01238,42.300457,-73.231006
226,01240,42.382693,-73.266632
227,01242,42.333734,-73.249199
228,01243,42.367907,-73.054094
229,01244,42.117456,-73.278635
230,01245,42.193307,-73.218499
231,01247,42.695699,-73.093852
232,01253,42.206683,-73.113214
233,01254,42.382019,-73.365492
234,01255,42.1029,-73.125991
235,01256,42.594166,-73.02232
236,01257,42.085244,-73.367483
237,01258,42.09092,-73.470197
238,01259,42.06926,-73.228949
239,01260,42.261673,-73.27516
240,01262,42.310055,-73.324468
241,01264,42.234822,-73.197083
242,01266,42.312354,-73.388044
243,01267,42.671617,-73.246981
244,01270,42.519837,-73.04969
245,01301,42.626761,-72.60153
246,01330,42.513947,-72.821517
247,01331,42.570237,-72.182903
248,01337,42.689307,-72.582289
249,01338,42.575889,-72.80665
250,01339,42.61045,-72.887735
251,01340,42.68553,-72.731135
252,01341,42.507177,-72.701525
253,01342,42.543889,-72.609458
254,01343,42.64773,-72.969767
255,01344,42.613418,-72.426428
256,01346,42.658496,-72.806057
257,01347,42.563223,-72.509775
258,01349,42.56746,-72.467542
259,01350,42.727772,-72.985346
260,01351,42.53988,-72.521689
261,01354,42.624101,-72.508607
262,01355,42.458551,-72.327191
263,01360,42.677091,-72.453876
264,01364,42.605437,-72.292074
265,01366,42.491583,-72.180876
266,01367,42.692882,-72.919244
267,01368,42.676687,-72.184052
268,01370,42.593376,-72.726928
269,01373,42.475481,-72.615403
270,01375,42.466691,-72.546751
271,01376,42.591441,-72.544674
272,01378,42.679971,-72.339882
273,01379,42.527853,-72.398403
274,01380,42.588496,-72.406298
275,01420,42.584925,-71.816862
276,01430,42.673052,-71.920335
277,01431,42.676293,-71.832523
278,01432,42.566588,-71.575126
279,01434,42.53206,-71.61374
280,01436,42.602059,-72.087015
281,01438,42.561088,-72.036074
282,01440,42.588337,-71.986069
283,01450,42.611636,-71.564743
284,01451,42.501908,-71.568201
285,01452,42.495111,-72.002339
286,01453,42.519967,-71.763319
287,01460,42.535931,-71.490569
288,01462,42.582607,-71.720464
289,01463,42.670643,-71.602858
290,01464,42.573654,-71.640986
291,01468,42.542767,-72.068345
292,01469,42.664794,-71.695055
293,01473,42.5546,-71.90544
294,01474,42.673143,-71.748378
295,01475,42.66816,-72.055644
296,01501,42.198867,-71.845722
297,01503,42.384929,-71.633889
298,01504,42.039991,-71.532406
299,01505,42.355049,-71.716157
300,01506,42.180807,-72.107888
301,01507,42.133935,-71.968025
302,01510,42.411887,-71.690005
303,01515,42.209682,-72.040178
304,01516,42.053072,-71.752241
305,01518,42.108325,-72.113692
306,01519,42.203404,-71.679739
307,01520,42.334177,-71.854277
308,01521,42.046783,-72.180212
309,01522,42.375634,-71.867382
310,01523,42.483569,-71.675585
311,01524,42.246029,-71.917566
312,01525,42.098995,-71.642964
313,01527,42.192246,-71.777649
314,01529,42.036642,-71.578779
315,01531,42.326183,-72.133431
316,01532,42.323342,-71.646236
317,01534,42.138896,-71.645003
318,01535,42.267564,-72.066876
319,01536,42.231309,-71.692642
320,01537,42.158966,-71.897051
321,01540,42.113727,-71.86085
322,01541,42.454125,-71.87754
323,01542,42.204251,-71.908907
324,01543,42.388285,-71.969865
325,01545,42.284767,-71.714228
326,01550,42.059737,-72.033908
327,01560,42.175395,-71.674223
328,01561,42.445825,-71.688484
329,01562,42.247211,-71.991867
330,01564,42.447924,-71.776045
331,01566,42.103214,-72.079545
332,01568,42.177529,-71.606322
333,01569,42.055921,-71.631128
334,01570,42.049253,-71.846219
335,01571,42.053778,-71.935075
336,01581,42.268426,-71.613309
337,01583,42.375357,-71.789363
338,01585,42.236908,-72.162221
339,01588,42.116108,-71.664614
340,01590,42.132051,-71.750318
341,01602,42.269189,-71.850728
342,01603,42.243826,-71.843569
343,01604,42.253485,-71.767932
344,01605,42.289683,-71.787793
345,01606,42.313887,-71.794185
346,01607,42.225974,-71.788894
347,01608,42.26209,-71.801428
348,01609,42.285114,-71.829987
349,01610,42.247049,-71.808366
350,01611,42.240977,-71.877035
351,01612,42.296798,-71.928991
352,01701,42.319587,-71.4428
353,01702,42.282379,-71.436623
354,01718,42.522816,-71.430271
355,01719,42.485985,-71.520985
356,01720,42.483953,-71.438495
357,01721,42.257755,-71.473526
358,01730,42.499332,-71.281901
359,01731,42.464648,-71.28483
360,01740,42.439933,-71.601885
361,01741,42.536807,-71.361324
362,01742,42.462911,-71.364496
363,01745,42.292114,-71.499197
364,01746,42.195951,-71.45343
365,01747,42.123007,-71.531404
366,01748,42.224096,-71.540489
367,01749,42.389071,-71.545864
368,01752,42.349617,-71.547214
369,01754,42.425955,-71.456256
370,01756,42.09387,-71.544519
371,01757,42.158692,-71.521419
372,01760,42.284822,-71.348811
373,01770,42.231947,-71.372963
374,01772,42.302877,-71.530828
375,01773,42.425506,-71.310812
376,01775,42.429688,-71.512514
377,01776,42.383367,-71.42107
378,01778,42.356275,-71.361942
379,01801,42.488703,-71.154383
380,01803,42.503227,-71.201713
381,01810,42.648044,-71.161751
382,01821,42.54933,-71.251725
383,01824,42.59079,-71.355182
384,01826,42.679723,-71.30068
385,01827,42.676149,-71.499772
386,01830,42.796313,-71.053436
387,01832,42.791114,-71.132859
388,01833,42.726226,-70.983318
389,01834,42.7539,-71.015935
390,01835,42.751327,-71.094421
391,01840,42.706763,-71.160403
392,01841,42.715079,-71.1483
393,01843,42.689988,-71.16039
394,01844,42.742641,-71.178651
395,01845,42.673909,-71.091334
396,01850,42.656045,-71.303309
397,01851,42.627999,-71.336757
398,01852,42.632978,-71.295616
399,01854,42.649481,-71.348229
400,01860,42.838603,-71.011997
401,01862,42.578543,-71.295592
402,01863,42.630484,-71.397895
403,01864,42.578401,-71.084448
404,01867,42.535183,-71.105423
405,01876,42.611893,-71.227226
406,01879,42.667762,-71.42882
407,01880,42.504361,-71.064061
408,01886,42.585541,-71.44025
409,01887,42.564647,-71.164516
410,01890,42.452752,-71.144319
411,01901,42.460419,-70.946379
412,01902,42.471039,-70.941535
413,01904,42.491447,-70.971441
414,01905,42.462378,-70.972343
415,01906,42.469675,-71.012785
416,01907,42.474145,-70.906597
417,01908,42.428234,-70.926071
418,01913,42.851277,-70.955792
419,01915,42.570442,-70.867693
420,01921,42.683108,-71.027188
421,01922,42.757313,-70.914241
422,01923,42.574174,-70.950516
423,01929,42.640451,-70.771165
424,01930,42.620291,-70.677956
425,01937,42.585723,-70.984051
426,01938,42.686464,-70.839594
427,01940,42.534146,-71.038333
428,01944,42.576636,-70.767154
429,01945,42.504317,-70.851542
430,01949,42.610322,-71.006295
431,01950,42.812358,-70.891095
432,01951,42.773351,-70.850211
433,01952,42.844794,-70.841499
434,01960,42.53431,-70.969443
435,01965,42.564101,-70.824723
436,01966,42.640699,-70.62025
437,01969,42.721495,-70.886637
438,01970,42.529248,-70.868017
439,01982,42.626223,-70.85723
440,01983,42.641387,-70.943383
441,01984,42.600668,-70.88326
442,01985,42.799565,-70.964428
443,02019,42.076682,-71.47449
444,02021,42.175737,-71.125385
445,02025,42.236444,-70.814309
446,02026,42.246872,-71.179462
447,02030,42.23416,-71.291167
448,02032,42.156882,-71.216187
449,02035,42.061338,-71.245802
450,02038,42.084858,-71.410571
451,02043,42.216098,-70.88127
452,02045,42.28587,-70.879517
453,02047,42.145534,-70.69505
454,02048,42.017302,-71.21642
455,02050,42.115139,-70.710331
456,02052,42.184599,-71.305307
457,02053,42.156203,-71.430345
458,02054,42.173103,-71.363756
459,02056,42.116244,-71.329274
460,02061,42.164569,-70.818844
461,02062,42.187389,-71.192477
462,02066,42.202273,-70.758184
463,02067,42.1076,-71.181828
464,02071,42.106425,-71.268951
465,02072,42.119006,-71.10365
466,02081,42.147403,-71.257972
467,02090,42.219645,-71.216768
468,02093,42.052671,-71.356858
469,02108,42.355097,-71.065737
470,02109,42.366919,-71.050416
471,02110,42.358254,-71.051927
472,02111,42.35068,-71.060527
473,02113,42.365264,-71.055222
474,02114,42.363651,-71.066888
475,02115,42.339422,-71.094531
476,02116,42.350979,-71.076591
477,02118,42.33786,-71.069805
478,02119,42.324066,-71.085188
479,02120,42.332134,-71.096606
480,02121,42.305403,-71.086971
481,02122,42.295088,-71.052533
482,02124,42.285922,-71.075046
483,02125,42.315682,-71.055555
484,02126,42.277436,-71.089968
485,02127,42.335301,-71.038216
486,02128,42.361519,-71.007393
487,02129,42.379657,-71.061487
488,02130,42.308175,-71.113471
489,02131,42.282323,-71.124746
490,02132,42.279082,-71.160449
491,02133,42.358352,-71.063858
492,02134,42.358786,-71.129581
493,02135,42.349688,-71.153964
494,02136,42.254749,-71.127072
495,02138,42.379637,-71.135152
496,02139,42.362391,-71.102336
497,02140,42.392157,-71.133996
498,02141,42.3703,-71.08256
499,02142,42.362505,-71.08096
500,02143,42.3814,-71.09672
501,02144,42.400077,-71.123088
502,02145,42.391577,-71.08991
503,02148,42.42938,-71.058706
504,02149,42.405938,-71.054649
505,02150,42.396824,-71.031348
506,02151,42.41829,-71.001251
507,02152,42.377382,-70.977026
508,02155,42.42384,-71.107673
509,02163,42.367226,-71.125092
510,02169,42.240016,-71.015205
511,02170,42.266415,-71.015576
512,02171,42.29147,-71.025822
513,02176,42.455723,-71.059019
514,02180,42.474208,-71.097665
515,02184,42.206188,-71.00232
516,02186,42.241559,-71.082437
517,02188,42.204662,-70.957633
518,02189,42.211968,-70.929639
519,02190,42.166731,-70.952363
520,02191,42.245077,-70.946528
521,02199,42.347476,-71.082033
522,02203,42.361445,-71.059453
523,02205,42.349403,-71.055621
524,02210,42.348036,-71.039283
525,02215,42.347635,-71.103082
526,02301,42.078371,-71.042304
527,02302,42.088907,-70.998375
528,02322,42.132461,-71.054013
529,02324,41.972376,-70.978773
530,02325,41.990101,-70.962408
531,02330,41.875179,-70.746715
532,02332,42.044407,-70.70606
533,02333,42.037116,-70.942178
534,02338,42.002634,-70.863706
535,02339,42.122956,-70.85631
536,02341,42.05024,-70.867359
537,02343,42.140346,-70.997861
538,02346,41.878004,-70.869267
539,02347,41.834384,-70.956826
540,02350,42.021013,-70.845791
541,02351,42.115764,-70.956597
542,02356,42.060539,-71.119671
543,02357,42.063974,-71.077368
544,02359,42.067804,-70.805713
545,02360,41.882062,-70.631289
546,02364,41.987196,-70.741942
547,02366,41.848753,-70.661176
548,02367,41.9591,-70.802753
549,02368,42.178993,-71.052654
550,02370,42.129251,-70.908736
551,02375,42.00569,-71.078041
552,02379,42.021617,-71.026717
553,02382,42.078974,-70.93939
554,02420,42.459061,-71.217728
555,02421,42.438547,-71.239573
556,02445,42.325483,-71.135045
557,02446,42.343499,-71.122244
558,02451,42.40153,-71.252997
559,02452,42.395609,-71.219947
560,02453,42.368685,-71.241103
561,02457,42.298309,-71.27302
562,02458,42.353585,-71.188192
563,02459,42.314779,-71.192017
564,02460,42.351824,-71.20849
565,02461,42.317362,-71.206508
566,02462,42.331675,-71.255947
567,02464,42.312975,-71.218882
568,02465,42.349533,-71.227339
569,02466,42.345514,-71.247661
570,02467,42.314321,-71.152778
571,02468,42.329175,-71.231583
572,02472,42.369451,-71.177925
573,02474,42.420949,-71.15637
574,02476,42.41648,-71.173487
575,02478,42.395317,-71.180284
576,02481,42.310514,-71.277769
577,02482,42.293274,-71.296442
578,02492,42.276483,-71.243714
579,02493,42.360502,-71.303433
580,02494,42.299563,-71.231215
581,02532,41.749522,-70.594928
582,02534,41.669004,-70.61528
583,02535,41.337961,-70.761674
584,02536,41.596295,-70.567471
585,02537,41.728421,-70.43581
586,02538,41.777378,-70.642447
587,02539,41.377655,-70.52208
588,02540,41.569466,-70.627202
589,02542,41.707839,-70.54552
590,02543,41.472422,-70.785049
591,02553,41.713138,-70.622283
592,02554,41.290114,-70.096294
593,02556,41.639447,-70.624515
594,02557,41.446403,-70.561761
595,02558,41.746275,-70.651689
596,02559,41.690243,-70.616283
597,02561,41.767811,-70.532854
598,02562,41.787984,-70.527592
599,02563,41.751133,-70.502518
600,02564,41.271898,-69.984545
601,02568,41.449404,-70.61636
602,02571,41.75143,-70.699352
603,02575,41.394406,-70.656447
604,02576,41.772221,-70.762948
605,02584,41.257578,-70.005294
606,02601,41.661161,-70.293197
607,02630,41.706756,-70.312489
608,02631,41.747513,-70.066223
609,02632,41.659097,-70.346877
610,02633,41.687361,-69.98016
611,02635,41.624054,-70.439397
612,02637,41.705726,-70.270928
613,02638,41.730245,-70.197392
614,02639,41.668067,-70.136979
615,02641,41.753951,-70.155393
616,02642,41.8416,-69.974973
617,02643,41.75354,-69.934661
618,02644,41.683488,-70.510786
619,02645,41.701286,-70.061663
620,02646,41.670596,-70.071449
621,02647,41.630127,-70.310144
622,02648,41.670375,-70.412035
623,02649,41.617623,-70.492713
624,02650,41.701947,-69.961453
625,02652,42.049534,-70.094987
626,02653,41.769125,-69.97358
627,02655,41.627984,-70.392013
628,02657,42.059829,-70.200407
629,02659,41.681474,-70.023529
630,02660,41.708526,-70.156582
631,02663,41.89754,-69.969907
632,02664,41.674776,-70.194279
633,02666,41.985387,-70.037739
634,02667,41.923389,-70.021044
635,02668,41.714328,-70.356
636,02670,41.660103,-70.170681
637,02671,41.670336,-70.111068
638,02672,41.6357,-70.313634
639,02673,41.652948,-70.247383
640,02675,41.70395,-70.231552
641,02702,41.785113,-71.059047
642,02703,41.931653,-71.294503
643,02713,41.427083,-70.885662
644,02715,41.805594,-71.157707
645,02717,41.758629,-70.987625
646,02718,41.862486,-71.01169
647,02719,41.633667,-70.871362
648,02720,41.727137,-71.109858
649,02721,41.674429,-71.148532
650,02723,41.692208,-71.132132
651,02724,41.683068,-71.177888
652,02725,41.720043,-71.188272
653,02726,41.7597,-71.144592
654,02738,41.706162,-70.750164
655,02739,41.665644,-70.815876
656,02740,41.638171,-70.938398
657,02743,41.709599,-70.898111
658,02744,41.606252,-70.913632
659,02745,41.702696,-70.947057
660,02746,41.663913,-70.94757
661,02747,41.658,-71.01346
662,02748,41.553084,-70.971453
663,02760,41.972567,-71.334375
664,02762,42.012838,-71.336188
665,02763,41.966866,-71.308574
666,02764,41.851929,-71.153598
667,02766,41.965341,-71.18178
668,02767,41.940996,-71.048499
669,02769,41.846878,-71.24487
670,02770,41.760864,-70.838956
671,02771,41.839798,-71.318047
672,02777,41.758163,-71.214181
673,02779,41.838061,-71.077615
674,02780,41.909112,-71.118346
675,02790,41.599176,-71.082371
676,02791,41.530554,-71.084996
677,02802,41.95213,-71.456233
678,02804,41.433033,-71.770061
679,02806,41.733037,-71.319676
680,02807,41.176783,-71.577054
681,02808,41.410654,-71.73851
682,02809,41.67573,-71.273331
683,02812,41.477712,-71.658167
684,02813,41.394216,-71.669822
685,02814,41.895784,-71.705238
686,02815,41.778591,-71.66239
687,02816,41.696499,-71.622662
688,02817,41.628605,-71.658874
689,02818,41.642919,-71.485719
690,02822,41.575313,-71.587124
691,02823,41.733362,-71.543668
692,02824,41.999441,-71.562125
693,02825,41.782067,-71.726833
694,02826,41.987043,-71.648018
695,02827,41.698748,-71.739118
696,02828,41.877692,-71.560911
697,02829,41.893373,-71.589036
698,02830,41.975622,-71.656388
699,02831,41.746418,-71.584915
700,02832,41.506767,-71.728006
701,02833,41.485769,-71.785311
702,02835,41.510088,-71.378366
703,02836,41.454039,-71.620233
704,02837,41.518769,-71.167247
705,02838,41.965413,-71.479359
706,02839,41.945128,-71.642556
707,02840,41.476681,-71.319627
708,02841,41.507459,-71.330024
709,02842,41.517086,-71.273419
710,02852,41.588565,-71.459811
711,02857,41.822761,-71.633605
712,02858,41.964154,-71.650109
713,02859,41.959073,-71.757323
714,02860,41.870562,-71.388681
715,02861,41.878603,-71.353131
716,02863,41.890064,-71.393481
717,02864,41.96746,-71.420572
718,02865,41.915455,-71.449815
719,02871,41.586609,-71.259211
720,02872,41.596965,-71.320932
721,02873,41.533129,-71.780545
722,02874,41.509056,-71.474417
723,02875,41.45937,-71.637829
724,02876,41.997213,-71.584405
725,02878,41.606983,-71.182634
726,02879,41.428836,-71.538376
727,02881,41.482429,-71.52651
728,02882,41.417088,-71.47227
729,02885,41.726404,-71.259027
730,02886,41.701615,-71.455217
731,02888,41.748233,-71.407942
732,02889,41.701286,-71.377971
733,02891,41.357774,-71.789616
734,02892,41.499451,-71.601574
735,02893,41.679601,-71.521114
736,02894,41.44425,-71.699304
737,02895,42.001708,-71.499947
738,02896,41.975186,-71.544069
739,02898,41.51764,-71.668521
740,02903,41.819233,-71.410245
741,02904,41.858334,-71.436294
742,02905,41.785273,-71.396227
743,02906,41.839468,-71.389175
744,02907,41.798593,-71.42463
745,02908,41.839025,-71.43925
746,02909,41.818122,-71.451776
747,02910,41.774999,-71.435594
748,02911,41.854888,-71.472812
749,02912,41.825524,-71.403275
750,02914,41.813577,-71.366468
751,02915,41.772177,-71.354407
752,02916,41.842661,-71.352438
753,02917,41.906288,-71.523811
754,02918,41.843839,-71.435018
755,02919,41.82744,-71.519879
756,02920,41.767344,-71.465508
757,02921,41.762906,-71.514814
758,03031,42.874824,-71.600533
759,03032,42.993501,-71.363966
760,03033,42.749263,-71.67567
761,03034,43.056895,-71.340635
762,03036,42.98453,-71.255104
763,03037,43.136321,-71.255077
764,03038,42.892761,-71.276763
765,03042,43.051027,-71.088254
766,03043,42.994135,-71.816098
767,03044,43.000369,-71.119162
768,03045,43.021515,-71.563462
769,03046,43.112473,-71.607479
770,03047,42.93874,-71.879424
771,03048,42.742874,-71.761755
772,03049,42.749624,-71.585402
773,03051,42.760497,-71.409393
774,03052,42.846081,-71.468283
775,03053,42.868588,-71.387247
776,03054,42.852034,-71.519876
777,03055,42.818645,-71.673354
778,03057,42.908885,-71.694199
779,03060,42.741087,-71.458266
780,03062,42.722323,-71.501176
781,03063,42.7821,-71.518366
782,03064,42.77938,-71.47492
783,03070,42.976408,-71.686737
784,03071,42.746257,-71.874434
785,03076,42.730992,-71.337075
786,03077,43.032583,-71.203144
787,03079,42.788267,-71.221725
788,03082,42.896409,-71.768331
789,03084,42.826723,-71.875416
790,03086,42.832231,-71.759615
791,03087,42.811092,-71.302688
792,03101,42.989027,-71.466111
793,03102,43.011907,-71.491063
794,03103,42.956116,-71.442385
795,03104,43.009552,-71.439782
796,03106,43.081242,-71.446616
797,03109,42.963734,-71.40035
798,03110,42.935584,-71.536871
799,03215,44.069466,-71.420016
800,03216,43.450724,-71.7906
801,03217,43.725967,-71.642579
802,03218,43.336884,-71.273836
803,03220,43.474455,-71.482208
804,03221,43.258129,-71.960236
805,03222,43.643715,-71.799277
806,03223,43.85544,-71.685492
807,03224,43.350746,-71.547517
808,03225,43.363816,-71.24173
809,03226,43.702775,-71.510443
810,03227,43.817193,-71.460578
811,03229,43.202191,-71.696789
812,03230,43.52812,-71.864467
813,03231,43.450897,-71.754096
814,03233,43.424004,-71.931192
815,03234,43.204812,-71.348563
816,03235,43.448973,-71.674166
817,03237,43.431581,-71.387657
818,03238,43.98164,-71.887014
819,03240,43.574691,-71.951919
820,03241,43.707854,-71.814686
821,03242,43.169407,-71.831201
822,03243,43.528306,-71.769192
823,03244,43.119926,-71.921889
824,03245,43.761761,-71.582529
825,03246,43.576535,-71.482263
826,03249,43.519499,-71.375838
827,03251,44.094813,-71.631436
828,03253,43.631211,-71.498585
829,03254,43.71695,-71.365972
830,03255,43.314026,-72.024551
831,03256,43.623436,-71.632547
832,03257,43.417721,-71.990609
833,03258,43.265259,-71.408835
834,03259,43.878172,-71.499151
835,03260,43.368032,-71.917724
836,03261,43.211856,-71.223393
837,03262,43.999889,-71.714447
838,03263,43.288501,-71.309368
839,03264,43.738775,-71.702625
840,03266,43.782873,-71.884739
841,03268,43.386099,-71.772917
842,03269,43.529459,-71.600507
843,03273,43.301982,-71.926953
844,03275,43.170019,-71.420707
845,03276,43.431031,-71.575998
846,03278,43.30893,-71.835506
847,03279,43.965803,-71.859117
848,03280,43.190051,-72.093871
849,03281,43.078287,-71.703508
850,03282,43.858721,-71.923718
851,03284,43.472936,-72.013121
852,03285,43.947877,-71.635785
853,03287,43.443284,-71.922446
854,03290,43.129847,-71.131859
855,03291,43.179773,-71.14197
856,03293,43.979296,-71.672741
857,03301,43.238596,-71.556261
858,03303,43.311717,-71.665381
859,03304,43.133177,-71.537242
860,03307,43.333988,-71.446658
861,03431,42.969069,-72.301965
862,03440,43.063603,-71.978209
863,03441,42.780686,-72.447028
864,03442,43.020284,-71.903705
865,03443,42.869403,-72.466172
866,03444,42.889279,-72.069849
867,03445,43.020616,-72.214374
868,03446,42.858271,-72.29636
869,03447,42.753205,-72.153028
870,03448,43.041227,-72.262369
871,03449,42.983841,-72.001124
872,03450,42.948536,-72.068986
